起点,终点,ori_x,ori_y,end_x,end_y,ridership
万年场街道,东光街道,104.12474778803707,30.65330128909081,104.0937010533027,30.61922927889487,1
万年场街道,九里堤街道,104.12474778803707,30.65330128909081,104.04274989758682,30.71336015274653,3
万年场街道,书院街街道,104.12474778803707,30.65330128909081,104.0863687508597,30.6639549159326,8
万年场街道,二仙桥街道,104.12474778803707,30.65330128909081,104.13109687239829,30.684445028224047,10
万年场街道,保和街道,104.12474778803707,30.65330128909081,104.14239485744424,30.636686225565303,2
万年场街道,十陵街道,104.12474778803707,30.65330128909081,104.18289534181507,30.648516042388525,1
万年场街道,双桂路街道,104.12474778803707,30.65330128909081,104.1077341648849,30.634997762418855,1
万年场街道,双楠街道,104.12474778803707,30.65330128909081,104.02865896865515,30.649458723481544,2
万年场街道,双水碾街道,104.12474778803707,30.65330128909081,104.07961944282927,30.707143301075934,2
万年场街道,合江亭街道,104.12474778803707,30.65330128909081,104.07926888803063,30.65222415771668,12
万年场街道,圣灯街道,104.12474778803707,30.65330128909081,104.14542488329225,30.680478343745712,8
万年场街道,大丰街道,104.12474778803707,30.65330128909081,104.05669390099663,30.76685804349305,3
万年场街道,大面街道,104.12474778803707,30.65330128909081,104.19323382722281,30.58864872364036,1
万年场街道,太升路街道,104.12474778803707,30.65330128909081,104.07755155641463,30.670156189942755,3
万年场街道,少城街道,104.12474778803707,30.65330128909081,104.0526301486993,30.668690512829034,2
万年场街道,府青路街道,104.12474778803707,30.65330128909081,104.10035267124348,30.692293927826466,6
万年场街道,建设路街道,104.12474778803707,30.65330128909081,104.10697562483489,30.67462887318019,36
万年场街道,抚琴街道,104.12474778803707,30.65330128909081,104.04374900767523,30.689325320109745,4
万年场街道,新华西路街,104.12474778803707,30.65330128909081,104.0608881713822,30.678169811235552,3
万年场街道,新鸿路街道,104.12474778803707,30.65330128909081,104.10631147787416,30.66166955600947,10
万年场街道,春熙路街道,104.12474778803707,30.65330128909081,104.07704974759851,30.661839708658544,1
万年场街道,望江路街道,104.12474778803707,30.65330128909081,104.07168516212226,30.635064980004078,1
万年场街道,桃蹊路街道,104.12474778803707,30.65330128909081,104.10824686426022,30.685481416810507,10
万年场街道,汪家拐街道,104.12474778803707,30.65330128909081,104.05254456486169,30.657723310613694,1
万年场街道,浆洗街街道,104.12474778803707,30.65330128909081,104.04667045680115,30.645641812828632,1
万年场街道,牛市口街道,104.12474778803707,30.65330128909081,104.09828021767335,30.64673261384752,1
万年场街道,狮子山街道,104.12474778803707,30.65330128909081,104.1201115153985,30.61617064631393,1
万年场街道,猛追湾街道,104.12474778803707,30.65330128909081,104.09338649423138,30.664809688800787,10
万年场街道,玉林街道,104.12474778803707,30.65330128909081,104.06161167724152,30.637337386133247,2
万年场街道,盐市口街道,104.12474778803707,30.65330128909081,104.06854394913813,30.658999094459663,1
万年场街道,石羊场街道,104.12474778803707,30.65330128909081,104.04207224362806,30.589080269961133,1
万年场街道,茶店子街道,104.12474778803707,30.65330128909081,104.02024153112227,30.697019974934264,1
万年场街道,草市街街道,104.12474778803707,30.65330128909081,104.07077381074879,30.67480564890668,4
万年场街道,荷花池街道,104.12474778803707,30.65330128909081,104.06914504518326,30.692033790146894,1
万年场街道,莲新街道,104.12474778803707,30.65330128909081,104.09597856368342,30.640873730770085,1
万年场街道,西华街道,104.12474778803707,30.65330128909081,104.01528703902667,30.73186695271798,2
万年场街道,西安路街道,104.12474778803707,30.65330128909081,104.03973997587613,30.67520176315635,2
万年场街道,跳蹬河街道,104.12474778803707,30.65330128909081,104.12276490519686,30.669026680129928,12
万年场街道,金泉街道,104.12474778803707,30.65330128909081,103.9876260259853,30.716361170590606,1
万年场街道,青龙街道,104.12474778803707,30.65330128909081,104.12065709938953,30.720884772946164,3
万年场街道,驷马桥街道,104.12474778803707,30.65330128909081,104.08421894300206,30.68468469689687,4
万年场街道,黄忠街道,104.12474778803707,30.65330128909081,104.0112544835979,30.691171145339652,2
万年场街道,龙潭街道,104.12474778803707,30.65330128909081,104.17777027590506,30.70354757273816,7
三圣街道,书院街街道,104.137199203032,30.57667039363897,104.0863687508597,30.6639549159326,1
三圣街道,五块石街道,104.137199203032,30.57667039363897,104.059651892411,30.710886652968526,1
三圣街道,双水碾街道,104.137199203032,30.57667039363897,104.07961944282927,30.707143301075934,1
三圣街道,太升路街道,104.137199203032,30.57667039363897,104.07755155641463,30.670156189942755,2
三圣街道,少城街道,104.137199203032,30.57667039363897,104.0526301486993,30.668690512829034,1
三圣街道,建设路街道,104.137199203032,30.57667039363897,104.10697562483489,30.67462887318019,3
三圣街道,新华西路街,104.137199203032,30.57667039363897,104.0608881713822,30.678169811235552,1
三圣街道,新鸿路街道,104.137199203032,30.57667039363897,104.10631147787416,30.66166955600947,1
三圣街道,春熙路街道,104.137199203032,30.57667039363897,104.07704974759851,30.661839708658544,2
三圣街道,桃蹊路街道,104.137199203032,30.57667039363897,104.10824686426022,30.685481416810507,2
三圣街道,猛追湾街道,104.137199203032,30.57667039363897,104.09338649423138,30.664809688800787,2
三圣街道,草市街街道,104.137199203032,30.57667039363897,104.07077381074879,30.67480564890668,1
三圣街道,跳蹬河街道,104.137199203032,30.57667039363897,104.12276490519686,30.669026680129928,2
三圣街道,青龙街道,104.137199203032,30.57667039363897,104.12065709938953,30.720884772946164,1
三圣街道,驷马桥街道,104.137199203032,30.57667039363897,104.08421894300206,30.68468469689687,2
三河街道,九里堤街道,104.15149724634394,30.76956322359214,104.04274989758682,30.71336015274653,3
三河街道,书院街街道,104.15149724634394,30.76956322359214,104.0863687508597,30.6639549159326,2
三河街道,双水碾街道,104.15149724634394,30.76956322359214,104.07961944282927,30.707143301075934,3
三河街道,合江亭街道,104.15149724634394,30.76956322359214,104.07926888803063,30.65222415771668,2
三河街道,太升路街道,104.15149724634394,30.76956322359214,104.07755155641463,30.670156189942755,1
三河街道,府青路街道,104.15149724634394,30.76956322359214,104.10035267124348,30.692293927826466,4
三河街道,抚琴街道,104.15149724634394,30.76956322359214,104.04374900767523,30.689325320109745,4
三河街道,新鸿路街道,104.15149724634394,30.76956322359214,104.10631147787416,30.66166955600947,2
三河街道,春熙路街道,104.15149724634394,30.76956322359214,104.07704974759851,30.661839708658544,2
三河街道,桃蹊路街道,104.15149724634394,30.76956322359214,104.10824686426022,30.685481416810507,2
三河街道,沙河源街道,104.15149724634394,30.76956322359214,104.0505271566029,30.73442628180356,1
三河街道,火车南站街,104.15149724634394,30.76956322359214,104.06993711836556,30.616572558251345,1
三河街道,盐市口街道,104.15149724634394,30.76956322359214,104.06854394913813,30.658999094459663,1
三河街道,芳草街街道,104.15149724634394,30.76956322359214,104.0483788039623,30.62229041590972,1
三河街道,苏坡街道,104.15149724634394,30.76956322359214,103.97726807521968,30.682368433064255,1
三河街道,茶店子街道,104.15149724634394,30.76956322359214,104.02024153112227,30.697019974934264,1
三河街道,荷花池街道,104.15149724634394,30.76956322359214,104.06914504518326,30.692033790146894,2
三河街道,营门口街道,104.15149724634394,30.76956322359214,104.03269016216231,30.70351417259711,1
三河街道,西华街道,104.15149724634394,30.76956322359214,104.01528703902667,30.73186695271798,1
三河街道,金泉街道,104.15149724634394,30.76956322359214,103.9876260259853,30.716361170590606,1
三河街道,青龙街道,104.15149724634394,30.76956322359214,104.12065709938953,30.720884772946164,10
三河街道,驷马桥街道,104.15149724634394,30.76956322359214,104.08421894300206,30.68468469689687,1
三河街道,龙舟路街道,104.15149724634394,30.76956322359214,104.09151993274105,30.629750369537213,1
东光街道,九里堤街道,104.0937010533027,30.61922927889487,104.04274989758682,30.71336015274653,2
东光街道,书院街街道,104.0937010533027,30.61922927889487,104.0863687508597,30.6639549159326,3
东光街道,人民北路街,104.0937010533027,30.61922927889487,104.06130032345499,30.683927523404815,1
东光街道,双水碾街道,104.0937010533027,30.61922927889487,104.07961944282927,30.707143301075934,1
